id;title;summary;source;source_url;published_at;status;created_at;show_on_home
73dfe142-08b9-4bdc-874f-6827c13553a8;MLP 2026: tóm tắt các thay đổi ở hạng Premier (draft, đội hình, luật thi đấu);MLP công bố loạt cập nhật cho hạng Premier mùa 2026: cách vận hành draft, quy định lineup/đăng ký đội hình và một số điều chỉnh cấu trúc thi đấu. Bài viết tổng hợp gọn các điểm cần biết trước khi mùa giải bắt đầu.;Major League Pickleball;https://majorleaguepickleball.co/news/summary-of-premier-level-competition-updates/;2026-02-01 12:06:24.244+00;published;2026-02-01 12:07:42.006977+00;false
df410e6f-1827-47e3-912f-00cfa3e4b658;Pro pickleball 2026: “chơi hỗn loạn” hay “chơi kỷ luật” sẽ lên ngôi?;Bài phân tích trên The Kitchen Pickle so sánh hai phong cách ở pro pickleball: lối chơi biến hóa/đẩy nhịp (chaos) và lối chơi kiểm soát, kỷ luật (order). Tác giả bàn xu hướng chiến thuật có thể chi phối mùa 2026.;The Kitchen Pickle;https://thekitchenpickle.com/blogs/news/pro-pickleball-strategy-play-style-2026-chaos-order;2026-02-01 12:06:16.074+00;published;2026-02-01 12:07:45.642095+00;false
5b8456ee-0b6a-4c5c-bb8c-36c85e009eb8;MLP 2026 Trade Window #1: cập nhật các thương vụ và mốc keeper/draft;MLP cập nhật các trade diễn ra trong Trade Window #1 (hạn 15/2) và nhắc các mốc quan trọng: công bố keeper, sau đó lấp roster qua Free Agency Draft. Bài viết liệt kê từng thương vụ để theo dõi nhanh.;Major League Pickleball;https://majorleaguepickleball.co/news/mlp-2026-trade-window-1-updates/;2026-02-01 12:06:22.698+00;published;2026-02-01 12:07:43.201335+00;false
80cb0545-7166-4c4a-ae19-6b89a16b573e;UPA-A giải thích khác biệt giữa cách kiểm tra vợt của họ và tiêu chuẩn USA Pickleball;The Kitchen Pickle tổng hợp thông tin UPA-A về phương pháp kiểm tra vợt/paddle và điểm khác so với chuẩn USA Pickleball. Nội dung tập trung vào cách đo/đánh giá hiệu năng và ý nghĩa đối với nhà sản xuất lẫn VĐV.;The Kitchen Pickle;https://thekitchenpickle.com/blogs/news/upaa-pickleball-2025-testing-data-usa-pickleball-paddle-standards;2026-02-01 12:06:16.625+00;published;2026-02-01 12:07:44.377793+00;false
cdbbbb1e-bfb7-4123-80ad-46af937dd554;Kỹ năng quan trọng ở vạch Kitchen mà hầu hết người chơi Pickleball đang thiếu;Bằng cách tấn công bóng trong không khí tại vạch Kitchen, bạn đang đánh cắp thời gian từ đối thủ và thay đổi động lực của cuộc chơi có lợi cho bạn.;The Dink Pickleball;https://www.thedinkpickleball.com/the-critical-kitchen-line-skill-most-rec-pickleball-players-are-missing/;2026-02-02 19:14:28+00;published;2026-02-03 10:01:51.032741+00;false
0598e698-8333-47c9-bc24-fb237c08d91f;Hai Chiến Lược Lob Tấn Công Mà Người Chơi Pickleball Lớn Tuổi Nên Biết;Khi bạn thực hiện một cú lob tấn công, bạn không chỉ đưa bóng qua đầu đối thủ mà còn tạo ra sự hỗn loạn và buộc họ vào vị trí yếu.;The Dink Pickleball;https://www.thedinkpickleball.com/two-offensive-lob-strategies-every-senior-pickleball-player-should-know/;2026-02-02 19:04:38+00;published;2026-02-03 10:04:30.680524+00;false
45b619a0-e7d6-4115-a5af-7be3a1bff135;Test Article;This is a test article;The Dink Pickleball;https://example.com/test;2026-02-03 10:00:00+00;draft;2026-02-03 10:01:08.37382+00;false
a027fa70-7a2b-4456-84b6-410d54d35bfa;"Session store: /Users/cm10/.openclaw/agents/main/sessions/sessions.json
Sessions listed: 1
Kind   Key";"Session store: /Users/cm10/.openclaw/agents/main/sessions/sessions.json
Sessions listed: 1
Kind   Key                        Age       Model          Tokens (ctx %)       Flags
direct agent:main:main            1m ago    MiniMax-M2.1   96k/200k (48%)       system id:a174c338-a6b1-4807-9ce3-ea4ce93fb";The Dink Pickleball;https://www.thedinkpickleball.com/the-critical-kitchen-line-skill-most-rec-pickleball-players-are-missing/;2026-02-02 19:14:28+00;draft;2026-02-03 10:01:20.518712+00;false
98ef6068-334a-4fba-9780-3fd3d113a70d;The 120/Life Dink Awards 2025 Winners — Player Categories;More than 10,000 people cast their ballots for pickleball's largest fan-choice awards -- here are your 2025 winners in the Player category.;The Dink Pickleball;https://www.thedinkpickleball.com/the-120-life-dink-awards-2025-winners-player-categories/;2026-02-03 19:27:37+00;published;2026-02-04 01:04:19.736878+00;false
f7141071-0b8f-4ea7-b8f4-b43e44288592;APP Kuala Lumpur Tournament Preview - The Dink Pickleball;Tomassi and Livornese Jr. did earn a gold medal in 2025, so they are favorites in this one. Prediction: Munro and Fu earn gold in their first tournament together.;The Dink Pickleball;https://www.thedinkpickleball.com/app-kuala-lumpur-tournament-preview/;2026-02-09 19:45:45.428+00;draft;2026-02-09 12:45:49.50666+00;false
226d28cc-a016-4f71-9f81-39422bd48fd3;Anna Leigh Waters' Signature Franklin Paddle Được Phê Duyệt Cho Thi Đấu Chuyên Nghiệp;Packed with tech, it's part of the C45 line and available for pre-order nowAlmost a month to the day after news broke ofher landmark deal with FranklinPickleball, Anna Leigh Waters' signature new paddle has been granted UPA-A approval, meaning it's now ready for pro action.The Au;The Dink Pickleball;https://www.thedinkpickleball.com/anna-leigh-waters-signature-franklin-paddle-the-aurelius-is-approved-for-pro-play/;2026-02-09 19:49:40.01+00;draft;2026-02-09 12:49:42.436535+00;false
2479714e-c134-4058-b2f5-6f1d12a5067b;New York Ra Mắt Chương Trình Pickleball Thanh Niên Đầu Tiên Được MLP Hỗ Trợ;Conquer Kids trở thành Chương trình Pickleball Trẻ em chính thức của Brooklyn Pickleball Team - sáng kiến phát triển trẻ em đầu tiên ở NYC được đội MLP hỗ trợ chính thức. Quan hệ đối tác, hậu thuẫn bởi JOOLA, vừa ra mắt với mục đích 🎯;The Dink Pickleball;https://www.thedinkpickleball.com/new-york-city-launches-first-ever-mlp-backed-youth-pickleball-program/;2026-02-09 19:56:35.061+00;published;2026-02-09 12:56:37.452281+00;false
8d1f7846-709b-4b25-ae66-c03015233e36;Anna Leigh Waters Đánh Bại Pat McAfee Trực Tiếp Trên ESPN;Kể từ khi ký thỏa thuận lịch sử với Nike, Anna Leigh Waters - vận động viên pickleball số 1 thế giới - đã có những khoảnh khắc văn hóa đại chúng chính thức. Đầu tiên là lời nhắc trong phần độc thoại của Jimmy Fallon trên The Tonight Show. Sau đó là các biển quảng cáo PPA với hình;The Dink Pickleball;https://www.thedinkpickleball.com/watch-the-clip-anna-leigh-waters-out-dinks-pat-mcafee-live-on-espn/;2026-02-09 20:01:25.906+00;published;2026-02-09 13:01:27.783214+00;false
b3c770df-2ee3-402b-adc6-d6b20ae73476;Tạo Lực Hiệu Quả Trong Pickleball Qua Xoay Người;Tin tức pickleball từ The Dink Pickleball. Xem chi tiết tại https://www.thedinkpickleball.com/generate-effortless-power-in-pickleball-through-proper-body-rotation/;The Dink Pickleball;https://www.thedinkpickleball.com/generate-effortless-power-in-pickleball-through-proper-body-rotation/;2026-02-10 08:07:26.035+00;published;2026-02-10 01:07:27.132403+00;false
7f8ed1bb-7dc9-4297-a0aa-76427332f00d;"PPA Tour - Câu chuyện & Dự đoán: Xem trước PPA Cape Coral Open
Tác giả: Erik Tice | Ngày 8 tháng 2 năm 2026 📅";"Đã hai tuần kể từ khi PPA National Indoor Championships kết thúc, và PPA Tour trở lại hành động tại Cape Coral, Florida. ""The Courts"" (trước đây là Lake Kennedy Racquet Center) tổ chức sự kiện từ 9-15/2/2026. Đây là chặng thứ 3 trong năm 2026. Đây là giải đầu tiên trong hai giải";The Dink Pickleball;https://www.thedinkpickleball.com/ppa-cape-coral-open-tournament-preview/;2026-02-10 08:02:58.056+00;published;2026-02-10 01:03:00.731469+00;false
d03a83c7-f373-485a-9283-610c46e0c6a2;Vợt signature của Anna Leigh Waters - Aurelius - Được Franklin phê duyệt cho thi đấu chuyên nghiệp ✨🏸;Gần một tháng sau thông báo thỏa thuận lịch sử với Franklin Pickleball, vợt signature mới của Anna Leigh Waters đã được UPA-A phê duyệt, sẵn sàng cho thi đấu chuyên nghiệp. Aurelius hiện đang đặt trước, giao hàng từ 1/3. Có 3 độ dày: 16mm, 14mm, 12.7mm - mẫu ALW sẽ dùng. 🏸✨;The Dink Pickleball;https://www.thedinkpickleball.com/anna-leigh-waters-signature-franklin-paddle-the-aurelius-is-approved-for-pro-play/;2026-02-10 08:03:24.435+00;published;2026-02-10 01:03:26.191525+00;false
42c3279d-2270-412e-8c54-20a4ec6a3b0c;NYC ra mắt Chương trình Pickleball Trẻ em đầu tiên được MLP hỗ trợ 🎉🏸;Conquer Kids trở thành Chương trình Pickleball Trẻ em chính thức của Brooklyn Pickleball Team - sáng kiến đầu tiên ở NYC được MLP hỗ trợ chính thức. Quan hệ đối tác với JOOLA vừa ra mắt, nhằm giới thiệu pickleball cho học sinh khắp hệ thống trường công lập NYC. 🏸🎯;The Dink Pickleball;https://www.thedinkpickleball.com/new-york-city-launches-first-ever-mlp-backed-youth-pickleball-program/;2026-02-10 08:03:43.179+00;published;2026-02-10 01:03:44.913947+00;false
979f64b1-61eb-4e41-a22b-86d365f3f8cf;Giveaway🎁 Đang Tặng Vợt Pickleball Tesla (Đúng Cái Đó)Tác giả: Luke Burton | Ngày 10/1/2026;Nếu bạn chớp mắt, bạn đã bỏ lỡ! Vợt Tesla Plaid Pickleball của Selkirk đã vào lịch sử - bán hết trong 3 giờ, tạo hàng ngàn meme và thị trường resale sôi động. Đợt 2 còn giới hạn hơn. Giá $350 😱;The Dink Pickleball;https://www.thedinkpickleball.com/were-giving-away-the-tesla-pickleball-paddle-yes-that-one/;2026-02-10 08:04:13.04+00;published;2026-02-10 01:04:15.211291+00;false
e96fdd8c-1ae4-45c0-82d3-aac698000f8e;"PPA Tour - Câu chuyện & Dự đoán: Xem trước PPA Cape Coral Open
Tác giả: Erik Tice | 8/2/2026 📅";Đã 2 tuần sau Giải Vô địch Trong nhà PPA, PPA Tour trở lại tại Cape Coral, Florida. The Courts tổ chức 9-15/2/2026. Đây là chặng thứ 3, mở đầu 2 giải liên tiếp. PPA Cape Coral Open là giải Open, giải thưởng 1000 PPA Points. Tất cả giải đều có vòng đấu progressive draws năm nay. 🏸;The Dink Pickleball;https://www.thedinkpickleball.com/ppa-cape-coral-open-tournament-preview/;2026-02-10 08:05:15.936+00;published;2026-02-10 01:05:17.491792+00;false
3a7e83a0-0bff-4f8f-b1cb-d767f768b21b;"APP Tour - Xem trước Giải Kuala Lumpur
Tác giả: Erik Tice | Ngày 8/2/2026 📅🏸";APP Tour và Global Pickleball Alliance khởi động năm 2026 tại Đông Nam Á. Giải 2026 Leapmotor APP Kuala Lumpur Open diễn ra 9-14/2 tại PLAYA Racquet Club @ PARC Subang. Giải Tier 1, giải thưởng ~$50,000 cho các chuyên gia. 🏆💰;The Dink Pickleball;https://www.thedinkpickleball.com/app-kuala-lumpur-tournament-preview/;2026-02-10 08:05:41.234+00;published;2026-02-10 01:05:42.289025+00;false
3799296c-d8b6-487d-af0d-e4b66fc4449c;"Major League Pickleball công bố định dạng mới 20 đội, kết thúc Challenger Level năm 2026
Tác giả: Erik Tice 🏸📢";Hai tuần trước, chúng tôi đã đưa tin về quy tắc thi đấu Major League Pickleball đầu tiên được công bố cho năm 2026. Và bây giờ, chúng tôi tiếp tục công bố cập nhật sau 2 tuần. 📰🏸;The Dink Pickleball;https://www.thedinkpickleball.com/major-league-pickleball-announces-new-20-team-format-end-of-challenger-level-in-2026/;2026-02-10 08:05:55.09+00;published;2026-02-10 01:05:56.662519+00;false
69bfdc94-1ad3-481a-b2b6-3e02f4139d65;"Cách Phòng thủ Bằng Hai Tay Giống Như Các Chuyên Gia Pickleball Hàng Đầu
Tác giả: The Dink Media Team | 9/2/2026 🎯🏸";Kyle Koszuta vừa chia sẻ bài masterclass về reset phòng thủ - dành cho ai đang gặp khó khăn khi bị đẩy lùi khỏi vạch kitchen. Trong video, Kyle hướng dẫn Tyler cách reset để bóng rơi nhẹ hoặc buộc đối thủ đánh lên, giúp bạn quay lại vị thế có lợi. 🎯🏸;The Dink Pickleball;https://www.thedinkpickleball.com/how-to-defend-with-two-hands-just-like-the-top-pickleball-pros/;2026-02-10 08:06:20.909+00;published;2026-02-10 01:06:21.994403+00;false
953561cd-1c71-4472-ac16-dde190893fd5;"Tạo Lực Dễ Dàng Trong Pickleball Bằng Xoay Người Đúng Cách
Tác giả: The Dink Media Team | 9/2/2026 💪🏸";Lực trong pickleball không đến từ cánh tay. Đó là điều chính từ bài học của Mari Humberg với Tanner Tomassi - thay đổi cuộc chơi cho những ai cảm thấy cú drive thiếu lực hoặc kết thúc điểm không đủ. Humberg - người chơi top 20 PPA - phân tích cách tạo lực dễ dàng qua xoay người đ;The Dink Pickleball;https://www.thedinkpickleball.com/generate-effortless-power-in-pickleball-through-proper-body-rotation/;2026-02-10 08:06:45.448+00;published;2026-02-10 01:06:46.569248+00;false
bc85beef-c67d-42a1-9c8c-464b0ce3bf91;"Bốn Thói Quen Nghiệp Dư Trong Pickleball Đang Phá Hỏng Trận Đấu Của Bạn
Tác giả: The Dink Media Team | 9/2/2026 🎯🏸";Trò chơi pickleball của bạn có thể tốt hơn bạn nghĩ, nhưng bốn thói quen nghiệp dư đang cản trở bạn tiến xa hơn. Jordan Briones - huấn luyện viên tại Briones Pickleball Academy - phân tích chính xác những gì đang phá hủy hiệu suất của bạn và cách khắc phục từng điểm trong video m;The Dink Pickleball;https://www.thedinkpickleball.com/four-amateur-pickleball-habits-sabotaging-your-game/;2026-02-10 08:07:16.855+00;published;2026-02-10 01:07:18.381432+00;false
e49d4b7a-b6b6-46cd-8d27-282389a8e413;PPA Cape Coral Open - Preview & Dự Đoán;Tin tức pickleball từ The Dink Pickleball. Xem chi tiết tại https://www.thedinkpickleball.com/ppa-cape-coral-open-tournament-preview/;The Dink Pickleball;https://www.thedinkpickleball.com/ppa-cape-coral-open-tournament-preview/;2026-02-10 08:07:21.156+00;published;2026-02-10 01:07:22.225761+00;false
a276fb17-31db-44eb-8e2e-47f6dd9a3be0;APP Kuala Lumpur Tournament Preview;Tin tức pickleball từ The Dink Pickleball. Xem chi tiết tại https://www.thedinkpickleball.com/app-kuala-lumpur-tournament-preview/;The Dink Pickleball;https://www.thedinkpickleball.com/app-kuala-lumpur-tournament-preview/;2026-02-10 08:07:22.349+00;published;2026-02-10 01:07:23.430874+00;false
7c802d24-b094-4af8-8dc3-f743d08bae7b;MLP Thông Báo Format Mới 20 Đội Năm 2026;Tin tức pickleball từ The Dink Pickleball. Xem chi tiết tại https://www.thedinkpickleball.com/major-league-pickleball-announces-new-20-team-format-end-of-challenger-level-in-2026/;The Dink Pickleball;https://www.thedinkpickleball.com/major-league-pickleball-announces-new-20-team-format-end-of-challenger-level-in-2026/;2026-02-10 08:07:23.575+00;published;2026-02-10 01:07:24.660681+00;false
22b154a8-0233-44f8-bcac-159b54b32fb1;Cách Phòng Thủ Với Hai Tay Như Top Pro Pickleball;Tin tức pickleball từ The Dink Pickleball. Xem chi tiết tại https://www.thedinkpickleball.com/how-to-defend-with-two-hands-just-like-the-top-pickleball-pros/;The Dink Pickleball;https://www.thedinkpickleball.com/how-to-defend-with-two-hands-just-like-the-top-pickleball-pros/;2026-02-10 08:07:24.787+00;published;2026-02-10 01:07:25.90445+00;false
0e4a076f-6d40-4404-aac0-2680f7de63db;4 Thói Quen Của Người Chơi Nghiệp Dư Làm Chậm Game;Tin tức pickleball từ The Dink Pickleball. Xem chi tiết tại https://www.thedinkpickleball.com/four-amateur-pickleball-habits-sabotaging-your-game/;The Dink Pickleball;https://www.thedinkpickleball.com/four-amateur-pickleball-habits-sabotaging-your-game/;2026-02-10 08:07:27.38+00;published;2026-02-10 01:07:28.457208+00;false
d7839148-561a-45ac-8f3d-c7d8afa3732d;MLP Công Bố Lịch Thi Đấu Các Đội Năm 2026;Tin tức pickleball từ The Dink Pickleball. Xem chi tiết tại https://www.thedinkpickleball.com/mlp-announces-individual-team-schedules/;The Dink Pickleball;https://www.thedinkpickleball.com/mlp-announces-individual-team-schedules/;2026-02-10 08:07:28.597+00;published;2026-02-10 01:07:29.682137+00;false
acf9c367-1ab9-4035-80b2-12ecb7cc5dc6;Anna Bright lập kỷ lục là cầu thủ pickleball đắt giá nhất;Anna Bright đã trở thành cầu thủ pickleball đắt giá nhất trong lịch sử khi được St. Louis Shock chọn với giá 1,23 triệu đô la trong một cuộc đấu giá căng thẳng. Bright bày tỏ sự hồi hộp khi xem diễn biến, so sánh cảm xúc của mình với việc nhảy bungee. Cô vui mừng trở lại đội Shock và hy vọng sẽ t...;pick news;https://pickleball.com/news/anna-bright-the-most-expensive-pickleball-player-ever;2026-02-28 00:00:00+00;published;2026-02-28 06:45:40.298381+00;false
ca778ef8-9c36-4384-8cc7-6b89793c21e3;3 Chiêu Đánh Putaway Không Thể Thiếu Trong Pickleball;Để tránh mất điểm dễ dàng trong pickleball, bạn cần nắm vững ba chiêu đánh putaway quan trọng: overhead smash, high forehand volley và swinging volley. Mỗi chiêu đánh yêu cầu kỹ thuật và cơ thể đúng vị trí, giúp tạo ra sức mạnh mà không cần phải đánh mạnh. Việc cải thiện cơ chế đánh sẽ giúp bạn d...;thedinkpickleball.com - tag/up-your-game;https://www.thedinkpickleball.com/what-is-a-putaway-shot-in-pickleball-3-shots-you-need/;2026-03-10 00:00:00+00;published;2026-03-11 00:18:01.866973+00;false
32e63768-59a0-4055-bf50-b7b85a86b5bb;James Ignatowich Chuyển Đến Trung Quốc Để Quản Lý Sản Xuất Vợt Pickleball;James Ignatowich, cựu vận động viên PPA và CEO của RPM, đã quyết định chuyển đến Trung Quốc để quản lý quy trình sản xuất vợt pickleball. Anh đã hoàn tất quá trình dọn dẹp tại Florida và hiện đang sống tại Trung Quốc để dễ dàng giám sát sản xuất và phát triển sản phẩm. Ignatowich cho rằng Trung Q...;thedinkpickleball.com;https://www.thedinkpickleball.com/rpm-pickleball-paddles-why-founder-james-ignatowich-is-moving-to-china/;2026-03-10 00:00:00+00;published;2026-03-11 00:18:29.566342+00;false
9d1749fb-f2c7-4030-9018-1cb82bf76d12;Những điểm nhấn tại PPA Texas vào thứ Ba;Giải đấu chính tại Veolia Texas Open bắt đầu vào thứ Ba với các trận đấu ở năm sự kiện chuyên nghiệp. Armaan Bhatia và Matthew Barlow sẽ trở lại thi đấu ở nội dung đơn nam, trong khi Catherine Parenteau và Dekel Bar cũng góp mặt sau khi vắng mặt ở Newport Beach. Đôi Len Yang/Collin Johns hy vọng ...;pickleball.com - news/all;https://pickleball.com/news/3-things-to-watch-for-on-tuesday-at-ppa-texas;2026-03-10 00:00:00+00;published;2026-03-11 00:18:49.721075+00;false
4eefb5ba-5da3-4925-b5ab-04907435526c;5 Mẹo Chọn Vợt Pickleball Hoàn Hảo Cho Người Chơi;Chuyên gia Zane Navratil chia sẻ 5 mẹo hữu ích cho người chơi nghiệp dư khi chọn vợt pickleball. Trước khi mua, cần xác định loại người chơi, hình dáng vợt và ngân sách. Hãy tránh mua vợt quá rẻ, học hỏi từ những người chơi chuyên nghiệp không có tài trợ, và chú ý đến các đánh giá từ người dùng. ...;thedinkpickleball.com - tag/up-your-game;https://www.thedinkpickleball.com/5-tips-to-choose-the-correct-pickleball-paddle-for-you/;2026-03-10 00:00:00+00;published;2026-03-11 00:19:30.826257+00;false
